Official Name State,State Abbreviation,Official Name County,Type,Name with legal/statistical area description
Texas,TX,McLennan,county,McLennan County
Texas,TX,McMullen,county,McMullen County
Texas,TX,Medina,county,Medina County
Texas,TX,Menard,county,Menard County
Texas,TX,Midland,county,Midland County
Texas,TX,Milam,county,Milam County
Texas,TX,Mills,county,Mills County
Texas,TX,Mitchell,county,Mitchell County
Texas,TX,Montague,county,Montague County
Texas,TX,Montgomery,county,Montgomery County
Texas,TX,Moore,county,Moore County
Texas,TX,Morris,county,Morris County
Texas,TX,Motley,county,Motley County
Texas,TX,Nacogdoches,county,Nacogdoches County
Texas,TX,Navarro,county,Navarro County
Texas,TX,Newton,county,Newton County
Texas,TX,Nolan,county,Nolan County
Texas,TX,Nueces,county,Nueces County
Texas,TX,Ochiltree,county,Ochiltree County
Texas,TX,Oldham,county,Oldham County
Texas,TX,Orange,county,Orange County
Texas,TX,Palo Pinto,county,Palo Pinto County
Texas,TX,Panola,county,Panola County
Texas,TX,Parker,county,Parker County
Texas,TX,Parmer,county,Parmer County
Texas,TX,Pecos,county,Pecos County
Texas,TX,Polk,county,Polk County
Texas,TX,Potter,county,Potter County
Texas,TX,Presidio,county,Presidio County
Texas,TX,Rains,county,Rains County
Texas,TX,Randall,county,Randall County
Texas,TX,Reagan,county,Reagan County
Texas,TX,Real,county,Real County
Texas,TX,Red River,county,Red River County
Texas,TX,Reeves,county,Reeves County
Texas,TX,Refugio,county,Refugio County
Texas,TX,Roberts,county,Roberts County
Texas,TX,Robertson,county,Robertson County
Texas,TX,Rockwall,county,Rockwall County
Texas,TX,Runnels,county,Runnels County
Texas,TX,Rusk,county,Rusk County
Texas,TX,Sabine,county,Sabine County
Texas,TX,San Augustine,county,San Augustine County
Texas,TX,San Jacinto,county,San Jacinto County
Texas,TX,San Patricio,county,San Patricio County
Texas,TX,San Saba,county,San Saba County
Texas,TX,Schleicher,county,Schleicher County
Texas,TX,Scurry,county,Scurry County
Texas,TX,Shackelford,county,Shackelford County
Texas,TX,Shelby,county,Shelby County
Texas,TX,Sherman,county,Sherman County
Texas,TX,Smith,county,Smith County
Texas,TX,Somervell,county,Somervell County
Texas,TX,Starr,county,Starr County
Texas,TX,Stephens,county,Stephens County
Texas,TX,Sterling,county,Sterling County
Texas,TX,Stonewall,county,Stonewall County
Texas,TX,Sutton,county,Sutton County
Texas,TX,Swisher,county,Swisher County
Texas,TX,Tarrant,county,Tarrant County
Texas,TX,Taylor,county,Taylor County
Texas,TX,Terrell,county,Terrell County
Texas,TX,Terry,county,Terry County
Texas,TX,Throckmorton,county,Throckmorton County
Texas,TX,Titus,county,Titus County
Texas,TX,Tom Green,county,Tom Green County
Texas,TX,Travis,county,Travis County
Texas,TX,Trinity,county,Trinity County
Texas,TX,Tyler,county,Tyler County
Texas,TX,Upshur,county,Upshur County
Texas,TX,Upton,county,Upton County
Texas,TX,Uvalde,county,Uvalde County
Texas,TX,Val Verde,county,Val Verde County
Texas,TX,Van Zandt,county,Van Zandt County
Texas,TX,Victoria,county,Victoria County
Texas,TX,Walker,county,Walker County
Texas,TX,Waller,county,Waller County
Texas,TX,Ward,county,Ward County
Texas,TX,Washington,county,Washington County
Texas,TX,Webb,county,Webb County
Texas,TX,Wharton,county,Wharton County
Texas,TX,Wheeler,county,Wheeler County
Texas,TX,Wichita,county,Wichita County
Texas,TX,Wilbarger,county,Wilbarger County
Texas,TX,Willacy,county,Willacy County
Texas,TX,Williamson,county,Williamson County
Texas,TX,Wilson,county,Wilson County
Texas,TX,Winkler,county,Winkler County
Texas,TX,Wise,county,Wise County
Texas,TX,Wood,county,Wood County
Texas,TX,Yoakum,county,Yoakum County
Texas,TX,Young,county,Young County
Texas,TX,Zapata,county,Zapata County
Texas,TX,Zavala,county,Zavala County
Utah,UT,Beaver,county,Beaver County
Utah,UT,Box Elder,county,Box Elder County
Utah,UT,Cache,county,Cache County
Utah,UT,Carbon,county,Carbon County
Utah,UT,Daggett,county,Daggett County
Utah,UT,Davis,county,Davis County
Utah,UT,Duchesne,county,Duchesne County
Utah,UT,Emery,county,Emery County
Utah,UT,Garfield,county,Garfield County
Utah,UT,Grand,county,Grand County
Utah,UT,Iron,county,Iron County
Utah,UT,Juab,county,Juab County
Utah,UT,Kane,county,Kane County
Utah,UT,Millard,county,Millard County
Utah,UT,Morgan,county,Morgan County
Utah,UT,Piute,county,Piute County
Utah,UT,Rich,county,Rich County
Utah,UT,Salt Lake,county,Salt Lake County
Utah,UT,San Juan,county,San Juan County
Utah,UT,Sanpete,county,Sanpete County
Utah,UT,Sevier,county,Sevier County
Utah,UT,Summit,county,Summit County
Utah,UT,Tooele,county,Tooele County
Utah,UT,Uintah,county,Uintah County
Utah,UT,Utah,county,Utah County
Utah,UT,Wasatch,county,Wasatch County
Utah,UT,Washington,county,Washington County
Utah,UT,Wayne,county,Wayne County
Utah,UT,Weber,county,Weber County
Vermont,VT,Addison,county,Addison County
Vermont,VT,Bennington,county,Bennington County
Vermont,VT,Caledonia,county,Caledonia County
Vermont,VT,Chittenden,county,Chittenden County
Vermont,VT,Essex,county,Essex County
Vermont,VT,Franklin,county,Franklin County
Vermont,VT,Grand Isle,county,Grand Isle County
Vermont,VT,Lamoille,county,Lamoille County
Vermont,VT,Orange,county,Orange County
Vermont,VT,Orleans,county,Orleans County
Vermont,VT,Rutland,county,Rutland County
Vermont,VT,Washington,county,Washington County
Vermont,VT,Windham,county,Windham County
Vermont,VT,Windsor,county,Windsor County
Virginia,VA,Accomack,county,Accomack County
Virginia,VA,Albemarle,county,Albemarle County
Virginia,VA,Alexandria,city,Alexandria city
Virginia,VA,Alleghany,county,Alleghany County
Virginia,VA,Amelia,county,Amelia County
Virginia,VA,Amherst,county,Amherst County
Virginia,VA,Appomattox,county,Appomattox County
Virginia,VA,Arlington,county,Arlington County
Virginia,VA,Augusta,county,Augusta County
Virginia,VA,Bath,county,Bath County
Virginia,VA,Bedford,county,Bedford County
Virginia,VA,Bland,county,Bland County
Virginia,VA,Botetourt,county,Botetourt County
Virginia,VA,Bristol,city,Bristol city
Virginia,VA,Brunswick,county,Brunswick County
Virginia,VA,Buchanan,county,Buchanan County
Virginia,VA,Buckingham,county,Buckingham County
Virginia,VA,Buena Vista,city,Buena Vista city
Virginia,VA,Campbell,county,Campbell County
Virginia,VA,Caroline,county,Caroline County
Virginia,VA,Carroll,county,Carroll County
Virginia,VA,Charles City,county,Charles City County
Virginia,VA,Charlotte,county,Charlotte County
Virginia,VA,Charlottesville,city,Charlottesville city
Virginia,VA,Chesapeake,city,Chesapeake city
Virginia,VA,Chesterfield,county,Chesterfield County
Virginia,VA,Clarke,county,Clarke County
Virginia,VA,Colonial Heights,city,Colonial Heights city
Virginia,VA,Covington,city,Covington city
Virginia,VA,Craig,county,Craig County
Virginia,VA,Culpeper,county,Culpeper County
Virginia,VA,Cumberland,county,Cumberland County
Virginia,VA,Danville,city,Danville city
Virginia,VA,Dickenson,county,Dickenson County
Virginia,VA,Dinwiddie,county,Dinwiddie County
Virginia,VA,Emporia,city,Emporia city
Virginia,VA,Essex,county,Essex County
Virginia,VA,Fairfax,city,Fairfax city
Virginia,VA,Fairfax,county,Fairfax County
Virginia,VA,Falls Church,city,Falls Church city
Virginia,VA,Fauquier,county,Fauquier County
Virginia,VA,Floyd,county,Floyd County
Virginia,VA,Fluvanna,county,Fluvanna County
Virginia,VA,Franklin,city,Franklin city
Virginia,VA,Franklin,county,Franklin County
Virginia,VA,Frederick,county,Frederick County
Virginia,VA,Fredericksburg,city,Fredericksburg city
Virginia,VA,Galax,city,Galax city
Virginia,VA,Giles,county,Giles County
Virginia,VA,Gloucester,county,Gloucester County
Virginia,VA,Goochland,county,Goochland County
Virginia,VA,Grayson,county,Grayson County
Virginia,VA,Greene,county,Greene County
Virginia,VA,Greensville,county,Greensville County
Virginia,VA,Halifax,county,Halifax County
Virginia,VA,Hampton,city,Hampton city
Virginia,VA,Hanover,county,Hanover County
Virginia,VA,Harrisonburg,city,Harrisonburg city
Virginia,VA,Henrico,county,Henrico County
Virginia,VA,Henry,county,Henry County
Virginia,VA,Highland,county,Highland County
Virginia,VA,Hopewell,city,Hopewell city
Virginia,VA,Isle of Wight,county,Isle of Wight County
Virginia,VA,James City,county,James City County
Virginia,VA,King and Queen,county,King and Queen County
Virginia,VA,King George,county,King George County
Virginia,VA,King William,county,King William County
Virginia,VA,Lancaster,county,Lancaster County
Virginia,VA,Lee,county,Lee County
Virginia,VA,Lexington,city,Lexington city
Virginia,VA,Loudoun,county,Loudoun County
Virginia,VA,Louisa,county,Louisa County
Virginia,VA,Lunenburg,county,Lunenburg County
Virginia,VA,Lynchburg,city,Lynchburg city
Virginia,VA,Madison,county,Madison County
Virginia,VA,Manassas,city,Manassas city
Virginia,VA,Manassas Park,city,Manassas Park city
Virginia,VA,Martinsville,city,Martinsville city
Virginia,VA,Mathews,county,Mathews County
Virginia,VA,Mecklenburg,county,Mecklenburg County
Virginia,VA,Middlesex,county,Middlesex County
Virginia,VA,Montgomery,county,Montgomery County
Virginia,VA,Nelson,county,Nelson County
Virginia,VA,New Kent,county,New Kent County
Virginia,VA,Newport News,city,Newport News city
Virginia,VA,Norfolk,city,Norfolk city
Virginia,VA,Northampton,county,Northampton County
Virginia,VA,Northumberland,county,Northumberland County
Virginia,VA,Norton,city,Norton city
Virginia,VA,Nottoway,county,Nottoway County
Virginia,VA,Orange,county,Orange County
Virginia,VA,Page,county,Page County
Virginia,VA,Patrick,county,Patrick County
Virginia,VA,Petersburg,city,Petersburg city
Virginia,VA,Pittsylvania,county,Pittsylvania County
Virginia,VA,Poquoson,city,Poquoson city
Virginia,VA,Portsmouth,city,Portsmouth city
Virginia,VA,Powhatan,county,Powhatan County
Virginia,VA,Prince Edward,county,Prince Edward County
Virginia,VA,Prince George,county,Prince George County
Virginia,VA,Prince William,county,Prince William County
Virginia,VA,Pulaski,county,Pulaski County
Virginia,VA,Radford,city,Radford city
Virginia,VA,Rappahannock,county,Rappahannock County
Virginia,VA,Richmond,city,Richmond city
Virginia,VA,Richmond,county,Richmond County
Virginia,VA,Roanoke,city,Roanoke city
Virginia,VA,Roanoke,county,Roanoke County
Virginia,VA,Rockbridge,county,Rockbridge County
Virginia,VA,Rockingham,county,Rockingham County
Virginia,VA,Russell,county,Russell County
Virginia,VA,Salem,city,Salem city
Virginia,VA,Scott,county,Scott County
Virginia,VA,Shenandoah,county,Shenandoah County
Virginia,VA,Smyth,county,Smyth County
Virginia,VA,Southampton,county,Southampton County
Virginia,VA,Spotsylvania,county,Spotsylvania County
Virginia,VA,Stafford,county,Stafford County
Virginia,VA,Staunton,city,Staunton city
Virginia,VA,Suffolk,city,Suffolk city
Virginia,VA,Surry,county,Surry County
Virginia,VA,Sussex,county,Sussex County
Virginia,VA,Tazewell,county,Tazewell County
Virginia,VA,Virginia Beach,city,Virginia Beach city
Virginia,VA,Warren,county,Warren County
Virginia,VA,Washington,county,Washington County
Virginia,VA,Waynesboro,city,Waynesboro city
Virginia,VA,Westmoreland,county,Westmoreland County
Virginia,VA,Williamsburg,city,Williamsburg city
Virginia,VA,Winchester,city,Winchester city
Virginia,VA,Wise,county,Wise County
Virginia,VA,Wythe,county,Wythe County
Virginia,VA,York,county,York County
Washington,WA,Adams,county,Adams County
Washington,WA,Asotin,county,Asotin County
Washington,WA,Benton,county,Benton County
Washington,WA,Chelan,county,Chelan County
Washington,WA,Clallam,county,Clallam County
Washington,WA,Clark,county,Clark County
Washington,WA,Columbia,county,Columbia County
Washington,WA,Cowlitz,county,Cowlitz County
Washington,WA,Douglas,county,Douglas County
Washington,WA,Ferry,county,Ferry County
Washington,WA,Franklin,county,Franklin County
Washington,WA,Garfield,county,Garfield County
Washington,WA,Grant,county,Grant County
Washington,WA,Grays Harbor,county,Grays Harbor County
Washington,WA,Island,county,Island County
Washington,WA,Jefferson,county,Jefferson County
Washington,WA,King,county,King County
Washington,WA,Kitsap,county,Kitsap County
Washington,WA,Kittitas,county,Kittitas County
Washington,WA,Klickitat,county,Klickitat County
Washington,WA,Lewis,county,Lewis County
Washington,WA,Lincoln,county,Lincoln County
Washington,WA,Mason,county,Mason County
Washington,WA,Okanogan,county,Okanogan County
Washington,WA,Pacific,county,Pacific County
Washington,WA,Pend Oreille,county,Pend Oreille County
Washington,WA,Pierce,county,Pierce County
Washington,WA,San Juan,county,San Juan County
Washington,WA,Skagit,county,Skagit County
Washington,WA,Skamania,county,Skamania County
Washington,WA,Snohomish,county,Snohomish County
Washington,WA,Spokane,county,Spokane County
Washington,WA,Stevens,county,Stevens County
Washington,WA,Thurston,county,Thurston County
Washington,WA,Wahkiakum,county,Wahkiakum County
Washington,WA,Walla Walla,county,Walla Walla County
Washington,WA,Whatcom,county,Whatcom County
Washington,WA,Whitman,county,Whitman County
Washington,WA,Yakima,county,Yakima County
West Virginia,WV,Barbour,county,Barbour County
West Virginia,WV,Berkeley,county,Berkeley County
West Virginia,WV,Boone,county,Boone County
West Virginia,WV,Braxton,county,Braxton County
West Virginia,WV,Brooke,county,Brooke County
West Virginia,WV,Cabell,county,Cabell County
West Virginia,WV,Calhoun,county,Calhoun County
West Virginia,WV,Clay,county,Clay County
West Virginia,WV,Doddridge,county,Doddridge County
West Virginia,WV,Fayette,county,Fayette County
West Virginia,WV,Gilmer,county,Gilmer County
West Virginia,WV,Grant,county,Grant County
West Virginia,WV,Greenbrier,county,Greenbrier County
West Virginia,WV,Hampshire,county,Hampshire County
West Virginia,WV,Hancock,county,Hancock County
West Virginia,WV,Hardy,county,Hardy County
West Virginia,WV,Harrison,county,Harrison County
West Virginia,WV,Jackson,county,Jackson County
West Virginia,WV,Jefferson,county,Jefferson County
West Virginia,WV,Kanawha,county,Kanawha County
West Virginia,WV,Lewis,county,Lewis County
West Virginia,WV,Lincoln,county,Lincoln County
West Virginia,WV,Logan,county,Logan County
West Virginia,WV,Marion,county,Marion County
West Virginia,WV,Marshall,county,Marshall County
West Virginia,WV,Mason,county,Mason County
West Virginia,WV,McDowell,county,McDowell County
West Virginia,WV,Mercer,county,Mercer County
West Virginia,WV,Mineral,county,Mineral County
West Virginia,WV,Mingo,county,Mingo County
West Virginia,WV,Monongalia,county,Monongalia County
West Virginia,WV,Monroe,county,Monroe County
West Virginia,WV,Morgan,county,Morgan County
West Virginia,WV,Nicholas,county,Nicholas County
West Virginia,WV,Ohio,county,Ohio County
West Virginia,WV,Pendleton,county,Pendleton County
West Virginia,WV,Pleasants,county,Pleasants County
West Virginia,WV,Pocahontas,county,Pocahontas County
West Virginia,WV,Preston,county,Preston County
West Virginia,WV,Putnam,county,Putnam County
West Virginia,WV,Raleigh,county,Raleigh County
West Virginia,WV,Randolph,county,Randolph County
West Virginia,WV,Ritchie,county,Ritchie County
West Virginia,WV,Roane,county,Roane County
West Virginia,WV,Summers,county,Summers County
West Virginia,WV,Taylor,county,Taylor County
West Virginia,WV,Tucker,county,Tucker County
West Virginia,WV,Tyler,county,Tyler County
West Virginia,WV,Upshur,county,Upshur County
West Virginia,WV,Wayne,county,Wayne County
West Virginia,WV,Webster,county,Webster County
West Virginia,WV,Wetzel,county,Wetzel County
West Virginia,WV,Wirt,county,Wirt County
West Virginia,WV,Wood,county,Wood County
West Virginia,WV,Wyoming,county,Wyoming County
Wisconsin,WI,Adams,county,Adams County
Wisconsin,WI,Ashland,county,Ashland County
Wisconsin,WI,Barron,county,Barron County
Wisconsin,WI,Bayfield,county,Bayfield County
Wisconsin,WI,Brown,county,Brown County
Wisconsin,WI,Buffalo,county,Buffalo County
Wisconsin,WI,Burnett,county,Burnett County
Wisconsin,WI,Calumet,county,Calumet County
Wisconsin,WI,Chippewa,county,Chippewa County
Wisconsin,WI,Clark,county,Clark County
Wisconsin,WI,Columbia,county,Columbia County
Wisconsin,WI,Crawford,county,Crawford County
Wisconsin,WI,Dane,county,Dane County
Wisconsin,WI,Dodge,county,Dodge County
Wisconsin,WI,Door,county,Door County
Wisconsin,WI,Douglas,county,Douglas County
Wisconsin,WI,Dunn,county,Dunn County
Wisconsin,WI,Eau Claire,county,Eau Claire County
Wisconsin,WI,Florence,county,Florence County
Wisconsin,WI,Fond du Lac,county,Fond du Lac County
Wisconsin,WI,Forest,county,Forest County
Wisconsin,WI,Grant,county,Grant County
Wisconsin,WI,Green,county,Green County
Wisconsin,WI,Green Lake,county,Green Lake County
Wisconsin,WI,Iowa,county,Iowa County
Wisconsin,WI,Iron,county,Iron County
Wisconsin,WI,Jackson,county,Jackson County
Wisconsin,WI,Jefferson,county,Jefferson County
Wisconsin,WI,Juneau,county,Juneau County
Wisconsin,WI,Kenosha,county,Kenosha County
Wisconsin,WI,Kewaunee,county,Kewaunee County
Wisconsin,WI,La Crosse,county,La Crosse County
Wisconsin,WI,Lafayette,county,Lafayette County
Wisconsin,WI,Langlade,county,Langlade County
Wisconsin,WI,Lincoln,county,Lincoln County
Wisconsin,WI,Manitowoc,county,Manitowoc County
Wisconsin,WI,Marathon,county,Marathon County
Wisconsin,WI,Marinette,county,Marinette County
Wisconsin,WI,Marquette,county,Marquette County
Wisconsin,WI,Menominee,county,Menominee County
Wisconsin,WI,Milwaukee,county,Milwaukee County
Wisconsin,WI,Monroe,county,Monroe County
Wisconsin,WI,Oconto,county,Oconto County
Wisconsin,WI,Oneida,county,Oneida County
Wisconsin,WI,Outagamie,county,Outagamie County
Wisconsin,WI,Ozaukee,county,Ozaukee County
Wisconsin,WI,Pepin,county,Pepin County
Wisconsin,WI,Pierce,county,Pierce County
Wisconsin,WI,Polk,county,Polk County
Wisconsin,WI,Portage,county,Portage County
Wisconsin,WI,Price,county,Price County
Wisconsin,WI,Racine,county,Racine County
Wisconsin,WI,Richland,county,Richland County
Wisconsin,WI,Rock,county,Rock County
Wisconsin,WI,Rusk,county,Rusk County
Wisconsin,WI,Sauk,county,Sauk County
Wisconsin,WI,Sawyer,county,Sawyer County
Wisconsin,WI,Shawano,county,Shawano County
Wisconsin,WI,Sheboygan,county,Sheboygan County
Wisconsin,WI,St. Croix,county,St. Croix County
Wisconsin,WI,Taylor,county,Taylor County
Wisconsin,WI,Trempealeau,county,Trempealeau County
Wisconsin,WI,Vernon,county,Vernon County
Wisconsin,WI,Vilas,county,Vilas County
Wisconsin,WI,Walworth,county,Walworth County
Wisconsin,WI,Washburn,county,Washburn County
Wisconsin,WI,Washington,county,Washington County
Wisconsin,WI,Waukesha,county,Waukesha County
Wisconsin,WI,Waupaca,county,Waupaca County
Wisconsin,WI,Waushara,county,Waushara County
Wisconsin,WI,Winnebago,county,Winnebago County
Wisconsin,WI,Wood,county,Wood County
Wyoming,WY,Albany,county,Albany County
Wyoming,WY,Big Horn,county,Big Horn County
Wyoming,WY,Campbell,county,Campbell County
Wyoming,WY,Carbon,county,Carbon County
Wyoming,WY,Converse,county,Converse County
Wyoming,WY,Crook,county,Crook County
Wyoming,WY,Fremont,county,Fremont County
Wyoming,WY,Goshen,county,Goshen County
Wyoming,WY,Hot Springs,county,Hot Springs County
Wyoming,WY,Johnson,county,Johnson County
Wyoming,WY,Laramie,county,Laramie County
Wyoming,WY,Lincoln,county,Lincoln County
Wyoming,WY,Natrona,county,Natrona County
Wyoming,WY,Niobrara,county,Niobrara County
Wyoming,WY,Park,county,Park County
Wyoming,WY,Platte,county,Platte County
Wyoming,WY,Sheridan,county,Sheridan County
Wyoming,WY,Sublette,county,Sublette County
Wyoming,WY,Sweetwater,county,Sweetwater County
Wyoming,WY,Teton,county,Teton County
Wyoming,WY,Uinta,county,Uinta County
Wyoming,WY,Washakie,county,Washakie County
Wyoming,WY,Weston,county,Weston County
